;export_buildings.txt DO NOT REMOVE THIS LINE, IT IS NEEDED FOR THE IDE PLUGIN TO WORK

;repairs, dismantles, and upgrades
{generic_repair}	REPAIR
{temple_of_battle_shrine_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_battle_shrine_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_shrine_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_shrine_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_shrine_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_shrine_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_shrine_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_shrine_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_shrine_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_shrine_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_shrine_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_shrine_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_shrine_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_shrine_dacia}  TODO: Write me
{temple_of_battle_shrine_dacia_desc}  TODO: Write me
{temple_of_battle_shrine_dacia_desc_short}  TODO: Write me

{temple_of_battle_shrine_thrace}  TODO: Write me
{temple_of_battle_shrine_thrace_desc}  TODO: Write me
{temple_of_battle_shrine_thrace_desc_short}  TODO: Write me

;temple_of_battle_temple
{temple_of_battle_temple}  TODO: Write me
{temple_of_battle_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_battle_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_battle_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_temple_dacia}  TODO: Write me
{temple_of_battle_temple_dacia_desc}  TODO: Write me
{temple_of_battle_temple_dacia_desc_short}  TODO: Write me

{temple_of_battle_temple_thrace}  TODO: Write me
{temple_of_battle_temple_thrace_desc}  TODO: Write me
{temple_of_battle_temple_thrace_desc_short}  TODO: Write me

;temple_of_battle_large_temple
{temple_of_battle_large_temple}  TODO: Write me
{temple_of_battle_large_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_battle_large_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_battle_large_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_large_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_large_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_large_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_large_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_large_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_large_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_large_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_large_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_large_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_large_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_large_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_large_temple_dacia}  TODO: Write me
{temple_of_battle_large_temple_dacia_desc}  TODO: Write me
{temple_of_battle_large_temple_dacia_desc_short}  TODO: Write me

{temple_of_battle_large_temple_thrace}  TODO: Write me
{temple_of_battle_large_temple_thrace_desc}  TODO: Write me
{temple_of_battle_large_temple_thrace_desc_short}  TODO: Write me

;temple_of_battle_awesome_temple
{temple_of_battle_awesome_temple}  TODO: Write me
{temple_of_battle_awesome_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_battle_awesome_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_battle_awesome_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_awesome_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_awesome_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_awesome_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_awesome_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_awesome_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_awesome_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_awesome_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_awesome_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_awesome_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_awesome_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_awesome_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_awesome_temple_thrace}  TODO: Write me
{temple_of_battle_awesome_temple_thrace_desc}  TODO: Write me
{temple_of_battle_awesome_temple_thrace_desc_short}  TODO: Write me

;temple_of_battle_pantheon
{temple_of_battle_pantheon}  TODO: Write me
{temple_of_battle_pantheon_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_battle_pantheon_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_battle_pantheon_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_pantheon_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_pantheon_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_pantheon_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_pantheon_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_pantheon_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_pantheon_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_pantheon_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_pantheon_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_pantheon_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_pantheon_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_battle_pantheon_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battle_pantheon_thrace}  TODO: Write me
{temple_of_battle_pantheon_thrace_desc}  TODO: Write me
{temple_of_battle_pantheon_thrace_desc_short}  TODO: Write me

;temple_of_battleforge_shrine
{temple_of_battleforge_shrine}  TODO: Write me
{temple_of_battleforge_shrine_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_battleforge_shrine_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_battleforge_shrine_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_battleforge_shrine_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battleforge_shrine_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_battleforge_shrine_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battleforge_shrine_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_battleforge_shrine_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battleforge_shrine_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_battleforge_shrine_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battleforge_shrine_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_battleforge_shrine_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battleforge_shrine_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_battleforge_shrine_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battleforge_shrine_spain}  TODO: Write me
{temple_of_battleforge_shrine_spain_desc}  TODO: Write me
{temple_of_battleforge_shrine_spain_desc_short}  TODO: Write me

{temple_of_battleforge_shrine_gauls}  TODO: Write me
{temple_of_battleforge_shrine_gauls_desc}  TODO: Write me
{temple_of_battleforge_shrine_gauls_desc_short}  TODO: Write me

{temple_of_battleforge_shrine_armenia}  TODO: Write me
{temple_of_battleforge_shrine_armenia_desc}  TODO: Write me
{temple_of_battleforge_shrine_armenia_desc_short}  TODO: Write me

;temple_of_battleforge_temple
{temple_of_battleforge_temple}  TODO: Write me
{temple_of_battleforge_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_battleforge_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_battleforge_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_battleforge_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battleforge_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_battleforge_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battleforge_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_battleforge_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battleforge_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_battleforge_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battleforge_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_battleforge_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battleforge_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_battleforge_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battleforge_temple_spain}  TODO: Write me
{temple_of_battleforge_temple_spain_desc}  TODO: Write me
{temple_of_battleforge_temple_spain_desc_short}  TODO: Write me

{temple_of_battleforge_temple_gauls}  TODO: Write me
{temple_of_battleforge_temple_gauls_desc}  TODO: Write me
{temple_of_battleforge_temple_gauls_desc_short}  TODO: Write me

{temple_of_battleforge_temple_armenia}  TODO: Write me
{temple_of_battleforge_temple_armenia_desc}  TODO: Write me
{temple_of_battleforge_temple_armenia_desc_short}  TODO: Write me

;temple_of_battleforge_large_temple
{temple_of_battleforge_large_temple}  TODO: Write me
{temple_of_battleforge_large_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_battleforge_large_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_battleforge_large_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_battleforge_large_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battleforge_large_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_battleforge_large_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battleforge_large_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_battleforge_large_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battleforge_large_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_battleforge_large_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battleforge_large_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_battleforge_large_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_battleforge_large_temple_eastern_desc}  WARNING! This text should never appear on screen!
